5.500000000000000000e+02 5.400000000000000000e+02 5.300000000000000000e+02 5.200000000000000000e+02
2.600000000000000000e+02 2.550000000000000000e+02 2.500000000000000000e+02 2.450000000000000000e+02
2.600000000000000000e+02 2.550000000000000000e+02 2.500000000000000000e+02 2.450000000000000000e+02
2.450000000000000000e+02 2.400000000000000000e+02 2.350000000000000000e+02 2.300000000000000000e+02
2.450000000000000000e+02 2.400000000000000000e+02 2.350000000000000000e+02 2.300000000000000000e+02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.300000000000000000e+02 2.250000000000000000e+02 2.200000000000000000e+02 2.150000000000000000e+02
2.192778999999999883e+02 2.092778999999999883e+02 1.992778999999999883e+02 1.892778999999999883e+02
4.042778999999999883e+02 3.942778999999999883e+02 3.842778999999999883e+02 3.742778999999999883e+02
