5.500000000000000000e+02 5.400000000000000000e+02 5.300000000000000000e+02 5.200000000000000000e+02
2.600000000000000000e+02 2.550000000000000000e+02 2.500000000000000000e+02 2.450000000000000000e+02
2.600000000000000000e+02 2.550000000000000000e+02 2.500000000000000000e+02 2.450000000000000000e+02
2.450000000000000000e+02 2.400000000000000000e+02 2.350000000000000000e+02 2.300000000000000000e+02
2.450000000000000000e+02 2.400000000000000000e+02 2.350000000000000000e+02 2.300000000000000000e+02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.300000000000000000e+02 2.250000000000000000e+02 2.200000000000000000e+02 2.150000000000000000e+02
2.300000000000000000e+02 2.250000000000000000e+02 2.200000000000000000e+02 2.150000000000000000e+02
4.300000000000000000e+02 4.200000000000000000e+02 4.100000000000000000e+02 4.000000000000000000e+02
